0	0
5947.791925	0.01338
8921.6878875	0.02007
11657.672173	0.0262248
17843.375775	0.04014
24980.726085	0.056196
33307.63478	0.074928
39255.426705	0.088308
46392.777015	0.104364
48771.893785	0.109716
52340.56894	0.117744
51896.35942	0.149856
53000.53728	0.5352
54104.71514	0.8028
55760.98193	2.1408
57417.24872	3.2112
59073.51551	4.2816
60729.7823	5.352
59625.60444	6.4224
59073.51551	6.69
57969.33765	7.4928
56313.07086	8.028
54104.71514	8.5632
51896.35942	9.0984
49688.0037	9.6336
47479.64798	10.1688
47582.3354	10.58

