0	0
1934.9465	0.0527363636
2902.41975	0.0791045455
4837.36625	0.1318409091
5611.34485	0.1529354545
6191.8288	0.1687563636
6772.31275	0.1845772727
6965.8074	0.1898509091
7159.30205	0.1951245455
7546.29135	0.2056718182
7739.786	0.2109454545
4637.547012	0.23204
4692.755905	0.29005
4747.964798	0.34806
4858.382584	0.40607
4968.80037	0.46408
5134.427049	0.5801
5189.635942	0.63811
5134.427049	0.69612
4968.80037	0.75413
4858.382584	0.81214
4747.964798	0.87015
4637.547012	0.92816
4582.338119	0.957165
4527.129226	0.98617
4471.920333	1.015175
7739.786	1.05

