0	0	0.0	0.0	0
2.014567	1.276082	45717.9556596	0.00760482208481	6011706.14509
4.016742	2.544314	91154.6708096	0.0151628654051	6011704.80474
6.099826	3.863797	138427.546132	0.0230263334395	6011705.96681
8.10139	5.131642	183850.396304	0.0305820702859	6011705.37461
10.09775	6.396192	229155.197116	0.0381181624671	6011706.29129
12.106327	7.657208	274333.385958	0.0457003728024	6002869.76091
14.104225	8.927103	319829.681104	0.0532422708051	6007063.11484
16.096954	10.243743	367000.700787	0.0607646562648	6039706.68719
18.100023	11.435731	409705.83614	0.0683260743604	5996332.14662
20.10137	12.654987	453387.897125	0.0758809920499	5974986.42119
22.099268	13.772963	493441.418134	0.0834228900525	5914940.34578
24.095442	14.828613	531261.996977	0.0909582800993	5840721.66269
26.095062	15.790773	565733.126746	0.0985066785081	5743094.12635
28.094685	16.784097	601320.763424	0.106055088242	5669890.74635
30.097754	17.613815	631046.917961	0.113616506337	5554183.43958
32.100823	18.400682	659237.857584	0.121177924433	5440247.14625
34.095272	19.04342	682265.113971	0.128706802749	5300925.04359
36.098341	19.658891	704315.480553	0.136268220844	5168596.72922
38.096239	20.247095	725388.957328	0.143810118847	5044074.52788
40.099308	20.710645	741996.478119	0.151371536943	4901822.97878
42.104102	21.174196	758604.034737	0.158939466769	4772911.66353
44.098552	21.536466	771583.015552	0.16646834886	4635013.32738
46.099898	21.824726	781910.453678	0.174023262774	4493137.53352
48.10469	22.054553	790144.423435	0.181591185051	4351226.75813
50.109483	22.253217	797261.922109	0.189159111103	4214768.81268
52.100486	22.412929	802983.894627	0.196674981056	4082796.34915
54.101831	22.518104	806751.980053	0.204229891196	3950215.00197
56.099729	22.658338	811776.117839	0.211771789199	3833259.00447
58.109694	22.646652	811357.445661	0.219359239118	3698761.21436
60.109315	22.685605	812753.007644	0.226907641302	3581867.06706
62.112384	22.779094	816102.420892	0.234469059398	3480640.14497
64.112006	22.747932	814985.985637	0.242017465356	3367467.6513
66.104733	22.751827	815125.531087	0.249539843266	3266514.55903
68.112974	22.701187	813311.261099	0.257120785229	3163148.63605
70.109148	22.627176	810659.682583	0.264656175276	3063067.324
72.113941	22.599906	809682.685297	0.272224101328	2974324.02696
74.111839	22.549266	807868.415309	0.27976599933	2887657.60401
76.114908	22.463569	804798.164615	0.287327417426	2800979.35597
78.114529	22.346708	800611.407011	0.29487581961	2715079.88709
80.12277	22.27659	798099.302291	0.302456761573	2638721.97183
82.118942	22.237636	796703.704481	0.30999214407	2570077.08009
84.122013	22.085716	791260.894518	0.317553569715	2491739.88259
86.123356	22.042867	789725.751257	0.325108472305	2429114.6449
88.122978	21.996122	788051.02672	0.332656878264	2368960.56631
90.122601	21.867574	783445.561112	0.340205287997	2302861.20984
92.118775	21.770191	779956.63824	0.347740678044	2242926.08684
94.116673	21.688386	777025.825516	0.355282576047	2187064.2635
95.456074	21.267684	761953.412158	0.3603387029	2114547.80191
95.492275	20.262676	725947.174956	0.36047535865	2013860.74675
95.49572	19.616043	702780.373119	0.360488363237	1949523.04926
